id,name_clean,duration_minutes,artists,artist_list,primary_artist,artist_count
31deshMzthQpyEBKkawdwj,Your Ex Doesn't Mark Treasures,5,Fucking Werewolf Asso,['Fucking Werewolf Asso'],Fucking Werewolf Asso,1
6lHxoJvbDSxYaZzU8ogwB0,"Господи сил, с нами буди",5,Хор Сретенского монастыря,['Хор Сретенского монастыря'],Хор Сретенского монастыря,1
2ruvIwBWAOgoQ4i5o1ovec,Bayapadaathae,5,Rev. John Vijey,['Rev. John Vijey'],Rev. John Vijey,1
12WgQHdEUhJPEa070VBzSu,Kanashimino Kasa - YUZU×SEKAI NO OWARI,5,"YUZU, SEKAI NO OWARI","['YUZU', 'SEKAI NO OWARI']",YUZU,2
7vb0HBIs7djp6cOi6G4sU4,Dark Night,5,Hot Chip,['Hot Chip'],Hot Chip,1
36YIyCfpjbBnkDSRJ6Cepa,そして僕は途方に暮れる,5,Yoshiyuki Osawa,['Yoshiyuki Osawa'],Yoshiyuki Osawa,1
1xUcd1sWl6YFV7qLQ8OOu5,16-5m,5,天音,['天音'],天音,1
0XBSZBxvc6BQv6EALhXBaS,All I Ever Wanted,5,Angaleena Presley,['Angaleena Presley'],Angaleena Presley,1
17TVxHSDnHfD3SbiNgSBuZ,Shakka,5,Saison,['Saison'],Saison,1
5MAXrgjFdK8TpEESw40VxA,Al Mirar El Sol - Acústico,5,Banda La Fugitiva De Mike Miramontes,['Banda La Fugitiva De Mike Miramontes'],Banda La Fugitiva De Mike Miramontes,1
2ogUprHxqyn5IoXRraryP1,Ferme les yeux (Berceuse au piano),5,RW l est temps de dormir profondément,['RW l est temps de dormir profondément'],RW l est temps de dormir profondément,1
5aBQ7Td4J1AAr2nKPSz9yJ,"Muzes zustat, muzes jit",5,Helena Vondráčková,['Helena Vondráčková'],Helena Vondráčková,1
0J8kdmQaMmOETQy7vFin87,Simple in Spring,5,Garrett David,['Garrett David'],Garrett David,1
0coukiK7ut0eiODEyijUWS,Asperges me,5,"Orlande de Lassus, Die Singphoniker","['Orlande de Lassus', 'Die Singphoniker']",Orlande de Lassus,2
7If92AaSZmAuU6Tu1Hn5iv,Comoara din casa mea,5,Paula Menga,['Paula Menga'],Paula Menga,1
4lEgwZjicqKkA00cXk7y6j,Tárrega: Recuerdos de la Alhambra,5,"Francisco Tárrega, Giulio Tampalini","['Francisco Tárrega', 'Giulio Tampalini']",Francisco Tárrega,2
6JmbelNpLrDHlDWhTVLC7v,The Train Has Arrived,5,鄭興,['鄭興'],鄭興,1
3P69EQqa5Ezhv18zi7zv45,C(Neuf Neuf),5,中山美穂,['中山美穂'],中山美穂,1
6R2a7jGHEZwoDMDWP9PYAy,Sinfonia a 6 in D Major: III Allegro,5,"Johan Daniel Berlin, Gottfried Von Der Goltz, Norwegian Baroque Orchestra","['Johan Daniel Berlin', 'Gottfried Von Der Goltz', 'Norwegian Baroque Orchestra']",Johan Daniel Berlin,3
22P3bZaHDpUl9vbh1s7tU1,Universe - Nightlife in Paris Mix,5,Amanda Larson,['Amanda Larson'],Amanda Larson,1
1ev9RuTvj2n9yXjGpdJchn,Moe Myint Htet Ka,5,Zwe Htet,['Zwe Htet'],Zwe Htet,1
7bMziUzgWsdur0t27JIFLg,Sfuna Abo Chomi,5,"DJ Tira, Black Motion, Drumetic Boyz","['DJ Tira', 'Black Motion', 'Drumetic Boyz']",DJ Tira,3
260gX1lsz3oxjFhTAs5Mfc,Nobody - Original Mix,5,"Saccao, Gorkiz","['Saccao', 'Gorkiz']",Saccao,2
2oydpIIrA8vwJEi3nPIaHY,Some Other Man Instead (Live),5,Spin Doctors,['Spin Doctors'],Spin Doctors,1
0P8ANrLKiQ5HSpVmdmZwMx,Crazy La Paint (Ultimate Edition),5,Minimusicman,['Minimusicman'],Minimusicman,1
5ojb6goXEQfKedWc5dExZe,Suteki Da Ne (Isn't It Wonderful?) (From Final Fantasy X) [For Flute & Piano Duet],5,daigoro789,['daigoro789'],daigoro789,1
59oAJRA0zzLzl9AXa1R6zh,"Jeevamshamayi (From ""Theevandi"")",5,"K. S. Harisankar, Shreya Ghoshal, Kailas","['K. S. Harisankar', 'Shreya Ghoshal', 'Kailas']",K. S. Harisankar,3
1s4hDcjbLUddDakw5bY0M2,Empire State Of Mind,5,"Lang Lang, Andra Day","['Lang Lang', 'Andra Day']",Lang Lang,2
62BirM2N8qYA79tYGtmGRO,"Semele, HWV 58, Act 2: O Sleep, Why Dost Thou Leave Me? (Arr. for Tiorba)",5,"George Frideric Handel, Josep Maria Martí Duran","['George Frideric Handel', 'Josep Maria Martí Duran']",George Frideric Handel,2
6U0QbItZdGkdhzJ3GgNTDn,Мама,5,Егор и Наталия Лансере,['Егор и Наталия Лансере'],Егор и Наталия Лансере,1
5h6QCcgbkEt5CGlSbI5g5A,Sio Nyong'E,5,Sentya Sapulette,['Sentya Sapulette'],Sentya Sapulette,1
0MoHbTj69oDVQw4MZ0Yvzo,Rsaleh,5,Mahasneh,['Mahasneh'],Mahasneh,1
3glnRILOIbtcrkQuJThksM,Death of a Dream,5,Red Dirt,['Red Dirt'],Red Dirt,1
4w8zkwJgkJkoy7y4dmvxPo,Gentle Whisper (dormir),5,Berceuse Academie,['Berceuse Academie'],Berceuse Academie,1
5BDa8nMNSXSu8tTNmaUnIB,Nothing Left Behind,5,Chris Rea,['Chris Rea'],Chris Rea,1
4e8TU8APuFTZA0xEAkJuTL,Car Crash - Extended Mix,5,Amaya,['Amaya'],Amaya,1
1m5ekJzrjnLBmmgIIMVIoG,Love Jones (feat. Earthquake),5,"Mike Champion, EarthQuake","['Mike Champion', 'EarthQuake']",Mike Champion,2
6zl24sv8WQy6E1y3bIm86i,Adonai - Live,5,Paul Wilbur,['Paul Wilbur'],Paul Wilbur,1
1mQeWRnvm7j3Z5CXiJCEwM,REQUIEM BLUE (feat. Nana Takahashi),5,"SOUND HOLIC, Nana Takahashi","['SOUND HOLIC', 'Nana Takahashi']",SOUND HOLIC,2
69JgODfu6tQuiPnAZuIw62,Nice Day,5,"Pamungkas, The PeoplePeople","['Pamungkas', 'The PeoplePeople']",Pamungkas,2
1n5PNKveUmY0otxTbIVfD9,Berada DekatMu,5,Elfendy Tedja,['Elfendy Tedja'],Elfendy Tedja,1
1GKmoQUh3vHzeJWvmjAW01,Cat Trapped In A Crab Trap - Igor Tipura Remix,5,"Skatebård, Lauer, Crabsticks, Igor Tipura","['Skatebård', 'Lauer', 'Crabsticks', 'Igor Tipura']",Skatebård,4
5EGDefpyaKgdDdcB4Xzg6B,Toecutter,5,Replicant,['Replicant'],Replicant,1
20RmqLVwzTifeQwaMM0lAd,Far From Home - Extended Mix,5,"David Gravell, Ruby Prophet","['David Gravell', 'Ruby Prophet']",David Gravell,2
0xvPTy4JJfvenH2ekg6vhl,100 Bars Bandgschicht,5,Brandhärd,['Brandhärd'],Brandhärd,1
5BRGX6VpJyq3oR55yBwGav,Best Friend,5,Pet Music Academy,['Pet Music Academy'],Pet Music Academy,1
4PdYe1ACIaNcBwwssMitp4,La Purga De Panama (En Vivo),5,La Kritika,['La Kritika'],La Kritika,1
4J4oPOg7aS0SetJyaJEivA,Everytime I See You (Frans Llanos),5,BLUEBETTO,['BLUEBETTO'],BLUEBETTO,1
0jl5CiVUPrlPnWLwONypIz,Иллюзия самоубийства,5,Ежемесячные,['Ежемесячные'],Ежемесячные,1
7ryHoktIAn55AfaFhhHHGQ,You Plus Me,5,Planetself,['Planetself'],Planetself,1
130rilWfcDOMWBbfxdFOan,Ocean of Storms,5,El Búho,['El Búho'],El Búho,1
402ciMtssNFzHU92t6Kxql,Caramelo Con Picante,5,Lazarito Valdés y Bamboleo,['Lazarito Valdés y Bamboleo'],Lazarito Valdés y Bamboleo,1
0jrTqqINxVANXp6K7HXumv,终结日,5,The Life Journey,['The Life Journey'],The Life Journey,1
0ruoSewrWJ9tagzThjeNsC,Infected - V.2K16,5,The Juggernauts,['The Juggernauts'],The Juggernauts,1
6kUi4HydJS98dLVwed9mmE,Witchmaker,5,Killbox,['Killbox'],Killbox,1
3dkA0qllWy3fLnQ3LF8i9C,Washe Your Thoughts (Sea Sounds),5,Chakra Dream,['Chakra Dream'],Chakra Dream,1
7L7xpbqVUzzb7n1NFUAFuW,Böhse Onkelz - Danke für Nichts - Kapitel 149,5,"Edmund Hartsch, Ben Becker, Böhse Onkelz","['Edmund Hartsch', 'Ben Becker', 'Böhse Onkelz']",Edmund Hartsch,3
5qjJ0tgLVqzQRzvs9UPne6,Ad Victoriam (The Battle of Zama),5,Ex Deo,['Ex Deo'],Ex Deo,1
22FRjlR5shYuXKYvBpyVGq,Sense of Purpose - Omegaddon Mix,5,Rosetta Stone,['Rosetta Stone'],Rosetta Stone,1
1wAweEv0PJfEh2eCYHNFoM,Stanky - Live,5,Papa Grows Funk,['Papa Grows Funk'],Papa Grows Funk,1
7nnpx13L4OfnDMSzKBJYUX,南へ,5,UMEMIRU,['UMEMIRU'],UMEMIRU,1
5ZogeAWUcu4X7y6cg7SCpJ,OVER THE RAINBOW - Cloudy Sky mix,5,globe,['globe'],globe,1
0Y6F2Uw1VsnCPoYXZNI9EV,N.B.D. - Original Mix,5,"Hexell, Sixtho, Freyer","['Hexell', 'Sixtho', 'Freyer']",Hexell,3
1xmeHrU7hR8ZUFRT4bTG4s,Jesús Mírame,5,Ge'La,"[""Ge'La""]",Ge'La,1
5IeTij7idewWmskjY4tBv9,It's Our Future - Original,5,AWeX,['AWeX'],AWeX,1
2Xu6rGB2w0QrXF9oI3meZ6,Gud av nåd,5,AnnaMaria Bergqvist,['AnnaMaria Bergqvist'],AnnaMaria Bergqvist,1
3xfUMC8FfQwiTgrfla2uXs,Musashi Mai Uchi,5,Joji Hirota Taiko Drummers,['Joji Hirota Taiko Drummers'],Joji Hirota Taiko Drummers,1
4SwoOOUNsU9DgkOGtXBpvw,Ringo No Kotowari,5,LAMP IN TERREN,['LAMP IN TERREN'],LAMP IN TERREN,1
12GcEJqb2l2xt5BgwuCEsk,Row Your Boat,5,Sandi Thom,['Sandi Thom'],Sandi Thom,1
3DfXqRBRslwjfV8nRE6Ykt,Linda Lunita,5,"Roberto Choque, Romanza ""La Magia del Sentimiento""","['Roberto Choque', 'Romanza ""La Magia del Sentimiento""']",Roberto Choque,2
001OiILKWTwe0sUUR2kQHV,"Lesung Jumengglung (feat. Wulandari, Putri & Suji)",5,"Campursari Sangga Buana, Wulandari, Putri, Suji","['Campursari Sangga Buana', 'Wulandari', 'Putri', 'Suji']",Campursari Sangga Buana,4
4OJkIVOz2XNdwp1lWMSkwM,On est al,5,"Tru Comers, Residentes, La Base","['Tru Comers', 'Residentes', 'La Base']",Tru Comers,3
5PT3zuUYtgn3vmtidgC16n,Katar veli Mangal samayi,5,Shakuntala Jadhav,['Shakuntala Jadhav'],Shakuntala Jadhav,1
6EKXbJFgaJUyT7pwdhqWzH,Ichabod,5,Andy Mientus,['Andy Mientus'],Andy Mientus,1
2d47W0IwGkTvFADnUHoMlr,Litmus,5,"Howling, Frank Wiedemann, RY X","['Howling', 'Frank Wiedemann', 'RY X']",Howling,3
5cPO8dOBMcUgtm69ly30ht,Ice Fairies,5,Lukas De Vrie,['Lukas De Vrie'],Lukas De Vrie,1
6kcIZ2YiBfY4x9f5dAA15P,Frísarnir,5,Hamradun,['Hamradun'],Hamradun,1
4Tut5NbgKCrFKrgeoZHzWc,Alone,5,Bungle,['Bungle'],Bungle,1
6HHqDxt51n0SnnQJj07NHU,La fleur au fusil,5,FT-17,['FT-17'],FT-17,1
32oLGRfFULv4IV5U6IIKUj,Hidden Hand,5,Void Vision,['Void Vision'],Void Vision,1
39uYutD7rgjDiNJfKDwea3,Somebody Dance with Me - Giacca & Flores Instrumental Club Mix,5,"Lika Morgan, C-Ro","['Lika Morgan', 'C-Ro']",Lika Morgan,2
5dB5tmSZ4hoUY36tSkPoxt,Alt Barbat,5,Mellina,['Mellina'],Mellina,1
